,Title,Location,Security,Garage,Concierge,Description,Price
680,Villa à vendre,"Hay El Menzah à
				Rabat",0,0,0,"576
					m²//9 Pièces//5 Chambres//5 Salles de bains//Bon état//576
					m²//9 Pièces//5 Chambres//5 Salles de bains//Bon état//",4 800 000 DH
681,Villa à vendre,"Hay El Menzah à
				Rabat",0,0,0,"577
					m²//10 Pièces//5 Chambres//5 Salles de bains//Bon état//5-10 ans//577
					m²//10 Pièces//5 Chambres//5 Salles de bains//Bon état//5-10 ans//",4 800 000 DH
682,Très bel appartement à Vendre à Agdal,"Agdal à
				Rabat",0,0,0,"185
					m²//4 Pièces//3 Chambres//2 Salles de bains//Bon état//185
					m²//4 Pièces//3 Chambres//2 Salles de bains//Bon état//",3 500 000 DH
683,Appartement sans vis à vis,"Agdal à
				Rabat",0,0,0,"120
					m²//5 Pièces//3 Chambres//1 Salle de bain//4ème
					étage//120
					m²//5 Pièces//3 Chambres//1 Salle de bain//4ème
					étage//",2 000 000 DH
684,Bel appartement à Hassan,Rabat,0,0,0,"80
					m²//2 Pièces//1 Chambre//1 Salle de bain//1er
					étage//80
					m²//2 Pièces//1 Chambre//1 Salle de bain//1er
					étage//",1 500 000 DH
685,Sublime Villa à vendre Hay Riad,"Riyad à
				Rabat",0,0,0,"338
					m²//7 Pièces//5 Chambres//3 Salles de bains//Nouveau//338
					m²//7 Pièces//5 Chambres//3 Salles de bains//Nouveau//",7 500 000 DH
686,Villa a vendre,"Souissi à
				Rabat",0,0,0,"1062
					m²//3 Pièces//5 Chambres//2 Salles de bains//À rénover//1062
					m²//3 Pièces//5 Chambres//2 Salles de bains//À rénover//",7 000 000 DH
687,"Appartement à l'achat à avenue kifah. 3 chambres agréables. Porte blindée, antenne parabolique","Hay El Menzah à
				Rabat",0,0,0,"100
					m²//5 Pièces//3 Chambres//2 Salles de bains//Nouveau//Moins d'un an//100
					m²//5 Pièces//3 Chambres//2 Salles de bains//Nouveau//Moins d'un an//",950 000 DH
688,,,0,0,0,,
689,Appartement en vente à Hay Riad,"Riyad à
				Rabat",0,0,0,"247
					m²//5 Pièces//3 Chambres//2 Salles de bains//5ème
					étage//247
					m²//5 Pièces//3 Chambres//2 Salles de bains//5ème
					étage//",4 700 000 DH
690,Belle apprt ryad,"Riyad à
				Rabat",0,0,0,"116
					m²//2 Pièces//2 Chambres//2 Salles de bains//Bon état//10-20 ans//4ème
					étage//116
					m²//2 Pièces//2 Chambres//2 Salles de bains//Bon état//10-20 ans//4ème
					étage//",2 200 000 DH
691,Sublime Appartement à Vendre à Prestigia Hay Riad,"Riyad à
				Rabat",0,0,0,"176
					m²//1 Pièce//3 Chambres//3 Salles de bains//Bon état//176
					m²//1 Pièce//3 Chambres//3 Salles de bains//Bon état//",3 500 000 DH
692,Appartement à vendre à rabat agdal,"Agdal à
				Rabat",0,0,0,"108
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//10-20 ans//1er
					étage//",1 550 000 DH
693,Magnifique Villa à vendre Hay Riad,"Riyad à
				Rabat",0,0,0,"380
					m²//3 Pièces//4 Chambres//3 Salles de bains//Bon état//380
					m²//3 Pièces//4 Chambres//3 Salles de bains//Bon état//",8 000 000 DH
694,Villa Plain pied à l’orangeraie souissi,"Souissi à
				Rabat",0,0,0,"2200
					m²//4 Pièces//6 Chambres//6 Salles de bains//Bon état//2200
					m²//4 Pièces//6 Chambres//6 Salles de bains//Bon état//",12 000 000 DH
695,Appartement à vendre,"Riyad à
				Rabat",0,0,0,"140
					m²//5 Pièces//3 Chambres//2 Salles de bains//Bon état//10-20 ans//3ème
					étage//140
					m²//5 Pièces//3 Chambres//2 Salles de bains//Bon état//10-20 ans//3ème
					étage//",2 500 000 DH
696,Appartement à vendre,"Agdal à
				Rabat",0,0,0,"137
					m²//5 Pièces//3 Chambres//2 Salles de bains//Bon état//10-20 ans//2ème
					étage//137
					m²//5 Pièces//3 Chambres//2 Salles de bains//Bon état//10-20 ans//2ème
					étage//",2 600 000 DH
697,Villa à vendre à basatine el manzeh,Rabat,0,0,0,"667
					m²//4 Chambres//667
					m²//4 Chambres//",6 200 000 DH
698,Appartement avec terrasse,"L'Ocean à
				Rabat",0,0,0,"112
					m²//4 Pièces//3 Chambres//2 Salles de bains//Bon état//10-20 ans//4ème
					étage//112
					m²//4 Pièces//3 Chambres//2 Salles de bains//Bon état//10-20 ans//4ème
					étage//",1 249 000 DH
699,Bel appartement bien ensoleillé à Agdal,"Agdal à
				Rabat",0,0,0,"126
					m²//4 Pièces//3 Chambres//2 Salles de bains//Bon état//5-10 ans//2ème
					étage//126
					m²//4 Pièces//3 Chambres//2 Salles de bains//Bon état//5-10 ans//2ème
					étage//",2 300 000 DH
700,Joli Appartement avec belle vue,"Agdal à
				Rabat",0,0,0,"110
					m²//4 Pièces//2 Chambres//2 Salles de bains//Bon état//5-10 ans//1er
					étage//110
					m²//4 Pièces//2 Chambres//2 Salles de bains//Bon état//5-10 ans//1er
					étage//",1 550 000 DH
701,Riad en plein centre de Rabat,"Médina à
				Rabat",0,0,0,"2070
					m²//20 Pièces//16 Chambres//8 Salles de bains//Bon état//10-20 ans//2070
					m²//20 Pièces//16 Chambres//8 Salles de bains//Bon état//10-20 ans//",13 000 000 DH
702,Appartement à vendre à Hassan,"Hassan - Centre Ville à
				Rabat",0,0,0,"67
					m²//2 Pièces//1 Chambre//1 Salle de bain//Bon état//3ème
					étage//67
					m²//2 Pièces//1 Chambre//1 Salle de bain//Bon état//3ème
					étage//",1 300 000 DH
703,Maison a vendre,"Médina à
				Rabat",0,0,0,"90
					m²//4 Pièces//2 Chambres//2 Salles de bains//Bon état//20-30 ans//90
					m²//4 Pièces//2 Chambres//2 Salles de bains//Bon état//20-30 ans//",1 200 000 DH
704,Villa moderne 1800m Souissi les ambassadeurs,"Quartier Des Ambassades à
				Rabat",0,0,0,"1800
					m²//8 Pièces//5 Chambres//3 Salles de bains//Bon état//1800
					m²//8 Pièces//5 Chambres//3 Salles de bains//Bon état//",12 000 000 DH
705,Villa 950m fait angle,"Riyad à
				Rabat",1,0,0,"950
					m²//8 Pièces//5 Chambres//4 Salles de bains//Bon état//950
					m²//8 Pièces//5 Chambres//4 Salles de bains//Bon état//",8 500 000 DH
706,Sublime appartement 116 m² à vendre à Souissi,"Souissi à
				Rabat",0,0,0,"116
					m²//4 Pièces//3 Chambres//3 Salles de bains//Bon état//116
					m²//4 Pièces//3 Chambres//3 Salles de bains//Bon état//",2 900 000 DH
707,Maison de luxe à vendre à Souissi. 8 pièces confortables. Belle terrasse et jardin,"Souissi à
				Rabat",0,0,0,"1000
					m²//8 Pièces//5 Chambres//4 Salles de bains//Nouveau//10-20 ans//1000
					m²//8 Pièces//5 Chambres//4 Salles de bains//Nouveau//10-20 ans//",8 500 000 DH
708,Bel appartement à vendre à Hassan,"Hassan - Centre Ville à
				Rabat",0,0,0,"67
					m²//2 Pièces//1 Chambre//2 Salles de bains//Bon état//5-10 ans//3ème
					étage//67
					m²//2 Pièces//1 Chambre//2 Salles de bains//Bon état//5-10 ans//3ème
					étage//",1 250 000 DH
709,Appartement en Vente à Rabat,"Hay Al Massira à
				Rabat",0,0,0,"130
					m²//5 Pièces//3 Chambres//1 Salle de bain//Bon état//130
					m²//5 Pièces//3 Chambres//1 Salle de bain//Bon état//",1 760 000 DH
710,Superbe appartement à vendre à prestigha Superficie 134 m²,"Guich Oudaya à
				Rabat",0,0,0,"134
					m²//4 Pièces//3 Chambres//3 Salles de bains//Nouveau//134
					m²//4 Pièces//3 Chambres//3 Salles de bains//Nouveau//",2 800 000 DH
711,Appartement avec 3 façades,Rabat,0,1,0,"217
					m²//5 Pièces//3 Chambres//2 Salles de bains//5ème
					étage//217
					m²//5 Pièces//3 Chambres//2 Salles de bains//5ème
					étage//",4 300 000 DH
712,Appartement à vendre sur le bas Agdal,"Agdal à
				Rabat",0,0,0,"76
					m²//4 Pièces//3 Chambres//1 Salle de bain//Bon état//20-30 ans//3ème
					étage//76
					m²//4 Pièces//3 Chambres//1 Salle de bain//Bon état//20-30 ans//3ème
					étage//",1 500 000 DH
713,Villa à vendre sur Rabat route zaaer,"Quartier Des Ambassades à
				Rabat",0,0,0,"1890
					m²//9 Pièces//6 Chambres//4 Salles de bains//Bon état//5-10 ans//1890
					m²//9 Pièces//6 Chambres//4 Salles de bains//Bon état//5-10 ans//",11 300 000 DH
714,Villa facades Hay riad,"Riyad à
				Rabat",0,0,0,"780
					m²//6 Pièces//4 Chambres//2 Salles de bains//À rénover//10-20 ans//780
					m²//6 Pièces//4 Chambres//2 Salles de bains//À rénover//10-20 ans//",7 800 000 DH
715,Magnifique appartement à vendre Rabat,"Kébibat à
				Rabat",0,0,0,"108
					m²//4 Pièces//2 Chambres//2 Salles de bains//Bon état//10-20 ans//2ème
					étage//108
					m²//4 Pièces//2 Chambres//2 Salles de bains//Bon état//10-20 ans//2ème
					étage//",1 100 000 DH
716,Appart 2p neuf à agdal,"Agdal à
				Rabat",0,0,0,"54
					m²//2 Pièces//1 Chambre//2 Salles de bains//Nouveau//Moins d'un an//2ème
					étage//54
					m²//2 Pièces//1 Chambre//2 Salles de bains//Nouveau//Moins d'un an//2ème
					étage//",1 350 000 DH
717,Vend appartement à Hay El Menzah. 5 pièces. Vue sur mer et porte blindée,"Hay El Menzah à
				Rabat",0,0,0,"101
					m²//5 Pièces//3 Chambres//2 Salles de bains//Bon état//10-20 ans//101
					m²//5 Pièces//3 Chambres//2 Salles de bains//Bon état//10-20 ans//",1 100 000 DH
718,Superbe Villa 309 m2 Rabat Les Orangers,"Les Orangers à
				Rabat",0,0,0,"309
					m²//10 Pièces//5 Chambres//3 Salles de bains//Bon état//70-100 ans//309
					m²//10 Pièces//5 Chambres//3 Salles de bains//Bon état//70-100 ans//",4 800 000 DH
719,Villa a vendre au quartier souissi,"Souissi à
				Rabat",0,0,0,"950
					m²//16 Pièces//14 Chambres//6 Salles de bains//Bon état//950
					m²//16 Pièces//14 Chambres//6 Salles de bains//Bon état//",18 000 000 DH
720,Offre villa en vente,"Souissi à
				Rabat",0,0,0,"2000
					m²//9 Pièces//5 Chambres//5 Salles de bains//Bon état//Moins d'un an//2000
					m²//9 Pièces//5 Chambres//5 Salles de bains//Bon état//Moins d'un an//",13 000 000 DH
721,Vente d’une magnifique villa à onep,"Souissi à
				Rabat",0,0,0,"2000
					m²//7 Pièces//4 Chambres//4 Salles de bains//Bon état//10-20 ans//2000
					m²//7 Pièces//4 Chambres//4 Salles de bains//Bon état//10-20 ans//",13 000 000 DH
722,,,0,0,0,,
723,Bel appartement avec double Façades,Rabat,0,0,0,"170
					m²//5 Pièces//3 Chambres//2 Salles de bains//5ème
					étage//170
					m²//5 Pièces//3 Chambres//2 Salles de bains//5ème
					étage//",3 500 000 DH
724,Appartement à vendre,"Agdal à
				Rabat",0,0,0,"88
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//10-20 ans//3ème
					étage//88
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//10-20 ans//3ème
					étage//",1 700 000 DH
725,Très Belle Villa Plain Pied avec piscine,"Souissi à
				Rabat",0,0,0,"1720
					m²//8 Pièces//4 Chambres//4 Salles de bains//1720
					m²//8 Pièces//4 Chambres//4 Salles de bains//",18 000 000 DH
726,Appartement à vendre à Rabat Agdal,"Agdal à
				Rabat",0,0,0,"100
					m²//4 Pièces//2 Chambres//2 Salles de bains//Bon état//10-20 ans//3ème
					étage//100
					m²//4 Pièces//2 Chambres//2 Salles de bains//Bon état//10-20 ans//3ème
					étage//",1 550 000 DH
727,Appartement en vente,Rabat,1,0,0,"169
					m²//4 Pièces//3 Chambres//2 Salles de bains//169
					m²//4 Pièces//3 Chambres//2 Salles de bains//",2 900 000 DH
728,Appartement en vente,Rabat,1,0,0,"136
					m²//4 Pièces//3 Chambres//2 Salles de bains//136
					m²//4 Pièces//3 Chambres//2 Salles de bains//",3 600 000 DH
729,Bel appartement à vendre à L'Ocean. 2 chambres agréables. Terrasse,"L'Ocean à
				Rabat",0,0,1,"123
					m²//1 Pièce//2 Chambres//2 Salles de bains//Bon état//4ème
					étage//123
					m²//1 Pièce//2 Chambres//2 Salles de bains//Bon état//4ème
					étage//",1 000 000 DH
730,Maison à la vente à Hay El Menzah. 4 chambres agréables. Antenne parabolique et Porte blindée,"Hay El Menzah à
				Rabat",0,0,0,"372
					m²//8 Pièces//4 Chambres//4 Salles de bains//Bon état//5-10 ans//372
					m²//8 Pièces//4 Chambres//4 Salles de bains//Bon état//5-10 ans//",5 000 000 DH
731,Un local commercial promu à vendre. Rabat manal,"Hay Al Barid à
				Rabat",0,0,0,"Nouveau//1-5 ans//1er
					étage//Nouveau//1-5 ans//1er
					étage//",40 000 DH
732,Superbe villa contemporaine de 380m2 à Hay Riad,"Riyad à
				Rabat",0,0,0,"380
					m²//9 Pièces//7 Chambres//6 Salles de bains//Nouveau//1-5 ans//380
					m²//9 Pièces//7 Chambres//6 Salles de bains//Nouveau//1-5 ans//",7 500 000 DH
733,Villa de standing de 900m2 au sect23 de Hay Riad,"Riyad à
				Rabat",0,0,0,"620
					m²//8 Pièces//6 Chambres//8 Salles de bains//Bon état//5-10 ans//620
					m²//8 Pièces//6 Chambres//8 Salles de bains//Bon état//5-10 ans//",9 000 000 DH
734,A vendre belle villa moderne au coeur de Bir Kacem,"Souissi à
				Rabat",0,0,0,"1950
					m²//7 Pièces//4 Chambres//4 Salles de bains//Nouveau//5-10 ans//1950
					m²//7 Pièces//4 Chambres//4 Salles de bains//Nouveau//5-10 ans//",15 000 000 DH
735,A vendre Villa1800m2terrain triple facades Souissi,"Souissi à
				Rabat",0,0,0,"1800
					m²//8 Pièces//4 Chambres//5 Salles de bains//Bon état//10-20 ans//1800
					m²//8 Pièces//4 Chambres//5 Salles de bains//Bon état//10-20 ans//",11 500 000 DH
736,Appartement à l'achat à Riyad. 2 belles chambres à coucher Cuisine entièrement équipée. Refait a neuf en 2020,"Riyad à
				Rabat",0,0,0,"123
					m²//4 Pièces//2 Chambres//3 Salles de bains//Bon état//123
					m²//4 Pièces//2 Chambres//3 Salles de bains//Bon état//",2 700 000 DH
737,Villa Neuve Contemporaine à vendre à Hay Riad,"Riyad à
				Rabat",0,0,0,"270
					m²//6 Pièces//4 Chambres//3 Salles de bains//Nouveau//270
					m²//6 Pièces//4 Chambres//3 Salles de bains//Nouveau//",6 700 000 DH
738,Très Bel Appartement à vendre à Mabella,"Aviation - Mabella à
				Rabat",0,0,0,"127
					m²//4 Pièces//3 Chambres//2 Salles de bains//Bon état//2ème
					étage//127
					m²//4 Pièces//3 Chambres//2 Salles de bains//Bon état//2ème
					étage//",2 080 000 DH
739,Sublime villa style provençale à Hay Riad,"Riyad à
				Rabat",0,0,0,"1138
					m²//6 Pièces//5 Chambres//4 Salles de bains//Bon état//1138
					m²//6 Pièces//5 Chambres//4 Salles de bains//Bon état//",10 500 000 DH
740,Magnifique Duplex à vendre à Souissi,"Souissi à
				Rabat",0,0,0,"160
					m²//1 Pièce//3 Chambres//3 Salles de bains//Bon état//160
					m²//1 Pièce//3 Chambres//3 Salles de bains//Bon état//",3 900 000 DH
741,Sublime villa 670m2 à Vendre Hay Riad,"Riyad à
				Rabat",0,0,0,"670
					m²//5 Pièces//4 Chambres//3 Salles de bains//Bon état//670
					m²//5 Pièces//4 Chambres//3 Salles de bains//Bon état//",8 800 000 DH
742,Bel Appartement en vente,"Riyad à
				Rabat",0,0,0,"194
					m²//5 Pièces//3 Chambres//2 Salles de bains//194
					m²//5 Pièces//3 Chambres//2 Salles de bains//",4 200 000 DH
743,Villa en vente sur Hay Riad,"Riyad à
				Rabat",0,0,0,"225
					m²//8 Pièces//4 Chambres//4 Salles de bains//Bon état//Moins d'un an//225
					m²//8 Pièces//4 Chambres//4 Salles de bains//Bon état//Moins d'un an//",6 500 000 DH
744,Villa en vente sur Hay Riad,"Riyad à
				Rabat",0,0,0,"667
					m²//8 Pièces//4 Chambres//4 Salles de bains//Bon état//1-5 ans//667
					m²//8 Pièces//4 Chambres//4 Salles de bains//Bon état//1-5 ans//",7 800 000 DH
745,Appartement en vente sur Hay Riad,"Riyad à
				Rabat",0,0,0,"164
					m²//5 Pièces//3 Chambres//3 Salles de bains//Nouveau//1-5 ans//164
					m²//5 Pièces//3 Chambres//3 Salles de bains//Nouveau//1-5 ans//",2 750 000 DH
746,Villa en vente sur Souissi,"Souissi à
				Rabat",0,0,0,"1500
					m²//10 Pièces//4 Chambres//4 Salles de bains//Nouveau//Moins d'un an//1500
					m²//10 Pièces//4 Chambres//4 Salles de bains//Nouveau//Moins d'un an//",23 000 000 DH
747,"Maison de haut standing à vendre à Hay Al Fath. Superficie 230 m². Salon Marocain, sécurité.","Hay Al Fath à
				Rabat",0,0,0,"230
					m²//4 Pièces//3 Chambres//5 Salles de bains//Bon état//10-20 ans//230
					m²//4 Pièces//3 Chambres//5 Salles de bains//Bon état//10-20 ans//",
748,Villa à vendre,"Riyad à
				Rabat",0,0,0,"960
					m²//7 Pièces//4 Chambres//4 Salles de bains//À rénover//10-20 ans//960
					m²//7 Pièces//4 Chambres//4 Salles de bains//À rénover//10-20 ans//",9 000 000 DH
749,Appartement en vente sur Hay Riad,"Riyad à
				Rabat",0,0,0,"130
					m²//4 Pièces//3 Chambres//3 Salles de bains//Bon état//Moins d'un an//3ème
					étage//130
					m²//4 Pièces//3 Chambres//3 Salles de bains//Bon état//Moins d'un an//3ème
					étage//",2 350 000 DH
750,Apartement 116m Prestigia Hay Ryad,"Riyad à
				Rabat",0,0,0,"116
					m²//4 Pièces//3 Chambres//2 Salles de bains//Nouveau//Moins d'un an//11ème
					étage//116
					m²//4 Pièces//3 Chambres//2 Salles de bains//Nouveau//Moins d'un an//11ème
					étage//",3 000 000 DH
751,Vente appartement 91m² à Rabat Diour Jamaa,"Diour Jamaa à
				Rabat",0,0,0,"91
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//1-5 ans//5ème
					étage//91
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//1-5 ans//5ème
					étage//",1 480 000 DH
752,Rare villa à Hassan,"Hassan - Centre Ville à
				Rabat",0,0,0,"987
					m²//6 Chambres//5 Salles de bains//Bon état//987
					m²//6 Chambres//5 Salles de bains//Bon état//",
753,Appartement à vendre à l'agdal,"Agdal à
				Rabat",0,0,0,"236
					m²//5 Pièces//4 Chambres//2 Salles de bains//236
					m²//5 Pièces//4 Chambres//2 Salles de bains//",4 300 000 DH
754,Luxueux Penthouse 450m2 à l'orangeraie Souissi,"Souissi à
				Rabat",0,0,0,"450
					m²//6 Pièces//5 Chambres//5 Salles de bains//Nouveau//4ème
					étage//450
					m²//6 Pièces//5 Chambres//5 Salles de bains//Nouveau//4ème
					étage//",8 600 000 DH
755,Appartement saroute de 145m² a rabat hassan,"Hassan - Centre Ville à
				Rabat",0,0,0,"145
					m²//4 Pièces//4 Chambres//1 Salle de bain//Bon état//145
					m²//4 Pièces//4 Chambres//1 Salle de bain//Bon état//",450 000 DH
756,,,0,0,0,,
757,Villa de 837m² a rabat hay riad,"Riyad à
				Rabat",0,1,0,"837
					m²//5 Pièces//5 Chambres//3 Salles de bains//Bon état//837
					m²//5 Pièces//5 Chambres//3 Salles de bains//Bon état//",14 000 000 DH
758,Luxueuse villa en plein Mahaj Riad,"Riyad à
				Rabat",0,0,0,"1000
					m²//9 Pièces//6 Chambres//6 Salles de bains//Nouveau//5-10 ans//1000
					m²//9 Pièces//6 Chambres//6 Salles de bains//Nouveau//5-10 ans//",15 000 000 DH
759,Superbe villa moderne à Souissi,"Souissi à
				Rabat",0,0,0,"1900
					m²//9 Pièces//6 Chambres//6 Salles de bains//Nouveau//Moins d'un an//1900
					m²//9 Pièces//6 Chambres//6 Salles de bains//Nouveau//Moins d'un an//",
760,Appartement à vendre sur le bas Agdal,"Agdal à
				Rabat",1,0,0,"99
					m²//3 Pièces//2 Chambres//1 Salle de bain//99
					m²//3 Pièces//2 Chambres//1 Salle de bain//",1 650 000 DH
761,Maison avec un surface de 125 m2 à Akkari Rabat,"Al Kouass à
				Rabat",1,0,0,"125
					m²//4 Pièces//4 Chambres//1 Salle de bain//À rénover//20-30 ans//125
					m²//4 Pièces//4 Chambres//1 Salle de bain//À rénover//20-30 ans//",
762,Villa de luxe à vendre à Quartier Des Ambassades. Surface de 2000 m². Terrasse et jardin.,"Quartier Des Ambassades à
				Rabat",0,0,0,"2000
					m²//10 Pièces//4 Chambres//4 Salles de bains//Bon état//5-10 ans//2000
					m²//10 Pièces//4 Chambres//4 Salles de bains//Bon état//5-10 ans//",
763,Joli appartement en vente à Hay Riad,"Riyad à
				Rabat",0,0,0,"186
					m²//5 Pièces//3 Chambres//2 Salles de bains//Bon état//5-10 ans//1er
					étage//186
					m²//5 Pièces//3 Chambres//2 Salles de bains//Bon état//5-10 ans//1er
					étage//",3 500 000 DH
764,Appartement à vendre à l’Agdal,"Agdal à
				Rabat",0,0,0,"160
					m²//4 Pièces//2 Chambres//2 Salles de bains//Bon état//5-10 ans//160
					m²//4 Pièces//2 Chambres//2 Salles de bains//Bon état//5-10 ans//",2 200 000 DH
765,Vend appartement agdal,"Agdal à
				Rabat",0,0,0,"80
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//5-10 ans//3ème
					étage//80
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//5-10 ans//3ème
					étage//",1 800 000 DH
766,"Bel appartement à Riad Oulad Mtaa, Résidences CGI","Guich Oudaya à
				Rabat",0,0,0,"115
					m²//5 Pièces//3 Chambres//2 Salles de bains//Bon état//5-10 ans//115
					m²//5 Pièces//3 Chambres//2 Salles de bains//Bon état//5-10 ans//",1 750 000 DH
767,Somptueuse maison à vendre à Souissi. Surface totale 3200 m². Concierge et climatisation.,"Souissi à
				Rabat",0,0,0,"3200
					m²//5 Pièces//5 Chambres//4 Salles de bains//Bon état//3200
					m²//5 Pièces//5 Chambres//4 Salles de bains//Bon état//",
768,Appartement en vente à l'agdal Rabat,"Agdal à
				Rabat",0,0,0,"160
					m²//5 Pièces//3 Chambres//3 Salles de bains//À rénover//1er
					étage//160
					m²//5 Pièces//3 Chambres//3 Salles de bains//À rénover//1er
					étage//",4 000 000 DH
769,Appartement de 190m² a rabat hassan,"Hassan - Centre Ville à
				Rabat",0,1,0,"190
					m²//5 Pièces//3 Chambres//1 Salle de bain//Bon état//1er
					étage//190
					m²//5 Pièces//3 Chambres//1 Salle de bain//Bon état//1er
					étage//",2 750 000 DH
770,Appartement NEUF HAUT STANDING corniche RABAT,"Hay El Menzah à
				Rabat",0,0,0,"100
					m²//4 Pièces//3 Chambres//2 Salles de bains//Nouveau//Moins d'un an//1er
					étage//100
					m²//4 Pièces//3 Chambres//2 Salles de bains//Nouveau//Moins d'un an//1er
					étage//",950 000 DH
771,Appartement à vendre sur L'Agdal avenue Hassan II,"Agdal à
				Rabat",0,0,0,"80
					m²//3 Pièces//2 Chambres//1 Salle de bain//Bon état//4ème
					étage//80
					m²//3 Pièces//2 Chambres//1 Salle de bain//Bon état//4ème
					étage//",1 200 000 DH
772,Bel appartement ensoleille bien situé à Marina,Rabat,0,1,0,"180
					m²//6 Pièces//3 Chambres//2 Salles de bains//6ème
					étage//180
					m²//6 Pièces//3 Chambres//2 Salles de bains//6ème
					étage//",4 900 000 DH
773,Appartement en vente à Jnane Souissi,"Souissi à
				Rabat",0,1,0,"160
					m²//5 Pièces//3 Chambres//2 Salles de bains//5ème
					étage//160
					m²//5 Pièces//3 Chambres//2 Salles de bains//5ème
					étage//",3 200 000 DH
774,Appartement de 3 chambre à vendre sur PRESTIGIA,"Riyad à
				Rabat",0,0,0,"170
					m²//4 Pièces//3 Chambres//2 Salles de bains//Bon état//5ème
					étage//170
					m²//4 Pièces//3 Chambres//2 Salles de bains//Bon état//5ème
					étage//",3 500 000 DH
775,Maison de luxe à vendre à Souissi. 7 chambres agréables. Belle terrasse et jardin,"Riyad à
				Rabat",0,0,0,"600
					m²//10 Pièces//7 Chambres//6 Salles de bains//Bon état//600
					m²//10 Pièces//7 Chambres//6 Salles de bains//Bon état//",9 200 000 DH
776,Vente d'un bel appartement à Diour Jamaa. 3 belles chambres. Avec ascenseur et espace vert,"Diour Jamaa à
				Rabat",0,0,0,"103
					m²//4 Pièces//3 Chambres//2 Salles de bains//Bon état//10-20 ans//4ème
					étage//103
					m²//4 Pièces//3 Chambres//2 Salles de bains//Bon état//10-20 ans//4ème
					étage//",1 450 000 DH
777,Splendide villa à vendre à Riyad. Surface totale 580 m². Belle terrasse et jardin,"Riyad à
				Rabat",0,0,0,"580
					m²//8 Pièces//5 Chambres//4 Salles de bains//À rénover//10-20 ans//580
					m²//8 Pièces//5 Chambres//4 Salles de bains//À rénover//10-20 ans//",6 700 000 DH
778,Bel appartement avec terrasse,"Agdal à
				Rabat",0,0,0,"140
					m²//4 Pièces//3 Chambres//2 Salles de bains//140
					m²//4 Pièces//3 Chambres//2 Salles de bains//",2 500 000 DH
779,Sublime Appartement à Vendre à Agdal,"Riyad à
				Rabat",0,0,0,"238
					m²//4 Pièces//3 Chambres//2 Salles de bains//Nouveau//238
					m²//4 Pièces//3 Chambres//2 Salles de bains//Nouveau//",3 900 000 DH
780,Joli riad rénové dans la médina de Rabat,"Médina à
				Rabat",0,0,0,"160
					m²//5 Pièces//3 Chambres//2 Salles de bains//Bon état//20-30 ans//160
					m²//5 Pièces//3 Chambres//2 Salles de bains//Bon état//20-30 ans//",190 000 EUR
781,Appartement à l'achat à Hay Nahda. Surface totale 85 m². Antenne parabolique,"Hay Nahda à
				Rabat",0,0,0,"85
					m²//3 Pièces//2 Chambres//1 Salle de bain//Bon état//10-20 ans//1er
					étage//85
					m²//3 Pièces//2 Chambres//1 Salle de bain//Bon état//10-20 ans//1er
					étage//",
782,Appartement à hay riad,"Riyad à
				Rabat",0,0,0,"129
					m²//4 Pièces//3 Chambres//2 Salles de bains//Bon état//20-30 ans//3ème
					étage//129
					m²//4 Pièces//3 Chambres//2 Salles de bains//Bon état//20-30 ans//3ème
					étage//",
783,Appartement à vendre au centre ville Rabat,"L'Ocean à
				Rabat",0,0,0,"111
					m²//4 Pièces//3 Chambres//2 Salles de bains//Bon état//20-30 ans//4ème
					étage//111
					m²//4 Pièces//3 Chambres//2 Salles de bains//Bon état//20-30 ans//4ème
					étage//",1 150 000 DH
784,Bel appartement sur hay el fath,"Hay Al Fath à
				Rabat",0,0,0,"86
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//5-10 ans//86
					m²//3 Pièces//2 Chambres//2 Salles de bains//Bon état//5-10 ans//",1 320 000 DH
785,Appartement en vente à Souissi. 2 grandes pièces. Avec ascenseur et terrasse,"Souissi à
				Rabat",0,0,0,"180
					m²//5 Pièces//3 Chambres//3 Salles de bains//Nouveau//1-5 ans//1er
					étage//180
					m²//5 Pièces//3 Chambres//3 Salles de bains//Nouveau//1-5 ans//1er
					étage//",4 500 000 DH
786,Vente maison titré 2 façades Massira rabat,"Zone Industrielle à
				Rabat",0,0,0,"109
					m²//9 Pièces//7 Chambres//4 Salles de bains//Bon état//10-20 ans//109
					m²//9 Pièces//7 Chambres//4 Salles de bains//Bon état//10-20 ans//",
787,JOLIE appart en vente à Rabat Agdal,"Agdal à
				Rabat",1,0,0,"77
					m²//3 Pièces//2 Chambres//1 Salle de bain//Bon état//77
					m²//3 Pièces//2 Chambres//1 Salle de bain//Bon état//",1 900 000 DH
